,Country,Year,ECCN Code,Description,Rank,Ranking
943,Turkey,2019,7A994,Other Navigation Direction Finding Equip. Not Controlled under 7A003,3,NLR with ECCN
944,Turkey,2019,8A992,"Vessels, Marine Systems or Equip. not Controlled by 8A001 or 8A002...",4,NLR with ECCN
945,Turkey,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,5,NLR with ECCN
946,Turkey,2019,5A992,Equipment not controlled by 5A002,6,NLR with ECCN
947,Turkey,2019,9A990,"Diesel Engines, N.E.S., and Tractors and ""Specially Designed"" ""Parts""",7,NLR with ECCN
948,Turkey,2019,10992,Commercial Charges and Devices Containing Energetic Materials,8,NLR with ECCN
949,Turkey,2019,10990,"Fibrous and Filamentary Materials, Not Controlled By 10010 Or 10210, f...",9,NLR with ECCN
950,Turkey,2019,3A001,Electronic Components,10,NLR with ECCN
951,UAE,2019,3A611,Military Electronics,1,License
952,UAE,2019,9A610,Military Aircraft and Related Commodities,2,License
953,UAE,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,3,License
954,UAE,2019,9A619,Military Gas Turbine Engines and Related Commodities,4,License
955,UAE,2019,1A607,"Military dissemination ""equipment"" for riot control agents",5,License
956,UAE,2019,0A606,Ground Vehicles and Related Commodities,6,License
957,UAE,2019,5D002,"""Sortware"" as follows (see List of Items Controlled)",7,License
958,UAE,2019,6A003,Cameras,8,License
959,UAE,2019,2B201,Machine tools for Removing Or Cutting Metals,9,License
960,UAE,2019,2B001,Machine tools/Numerical Control Units,10,License
961,UAE,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
962,UAE,2019,9A610,Military Aircraft and Related Commodities,2,Exceptions
963,UAE,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,3,Exceptions
964,UAE,2019,9A619,Military Gas Turbine Engines and Related Commodities,4,Exceptions
965,UAE,2019,3A611,Military Electronics,5,Exceptions
966,UAE,2019,7A611,"Navigation and Avionics equipment and systems, and ""parts"",",6,Exceptions
967,UAE,2019,5D002,"""Sortware"" as follows (see List of Items Controlled)",7,Exceptions
968,UAE,2019,1A006,Disposal of Improvised Explosive Devices,8,Exceptions
969,UAE,2019,0A617,"Miscellaneous Equip., Materials, and Related Commodities",9,Exceptions
970,UAE,2019,7A103,"Instrumentation, Navigation Equip./Systems Not",10,Exceptions
971,UAE,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,1,NLR with ECCN
972,UAE,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,2,NLR with ECCN
973,UAE,2019,5A992,Equipment not controlled by 5A002,3,NLR with ECCN
974,UAE,2019,7A994,Other Navigation Direction Finding Equip.... Not Controlled under 7A003,4,NLR with ECCN
975,UAE,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,5,NLR with ECCN
976,UAE,2019,1A999,"Specific Processing Equip., N.E.S",6,NLR with ECCN
977,UAE,2019,5D992,"""Information Security"" ""software"" not controlled by 5D002",7,NLR with ECCN
978,UAE,2019,2B999,"Specific Processing Equip., Ν.Ε.Σ.",8,NLR with ECCN
979,UAE,2019,1B999,"Specific Processing Equip., N.E.S., as Follows (See List of Items Cont...",9,NLR with ECCN
980,UAE,2019,4A994,Computers Not Controlled By 4A001 or 4A003,10,NLR with ECCN
981,United Kingdom,2019,9A610,Military Aircraft and Related Commodities,1,License
982,United Kingdom,2019,9A619,Military Gas Turbine Engines and Related Commodities,2,License
983,United Kingdom,2019,9A604,"Commodities Related to Launch Vehicles, Missiles, Rockets, torpedoes, ...",3,License
984,United Kingdom,2019,3A611,Military Electronics,4,License
985,United Kingdom,2019,7A003,Inertial Navigation Systems (Gimballed/Strapdown),5,License
986,United Kingdom,2019,3A101,Electronic Equip./Devices Not Controlled By 3A001,6,License
987,United Kingdom,2019,0A985,Discharge Type Arms and devices to administer electric shock,7,License
988,United Kingdom,2019,7A611,"Navigation and Avionics equipment and systems, and ""parts"",",8,License
989,United Kingdom,2019,0A606,Ground Vehicles and Related Commodities,9,License
990,United Kingdom,2019,7A103,"Instrumentation, Navigation Equip./Systems Not",10,License
991,United Kingdom,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
992,United Kingdom,2019,9A610,Military Aircraft and Related Commodities,2,Exceptions
993,United Kingdom,2019,Blank,Blank No ECCN is required for License Exceptions TMP*,3,Exceptions
994,United Kingdom,2019,9A619,Military Gas Turbine Engines and Related Commodities,4,Exceptions
995,United Kingdom,2019,3A611,Military Electronics,5,Exceptions
996,United Kingdom,2019,EAR99,EAR99 Items subject to the EAR that are not elsewhere controlled,6,Exceptions
997,United Kingdom,2019,9A515,Spacecraft and Related Commodities,7,Exceptions
998,United Kingdom,2019,6A003,Cameras,8,Exceptions
999,United Kingdom,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,9,Exceptions
1000,United Kingdom,2019,1A613,"Armored and Protective Equip., Constructions, and Components",10,Exceptions
1001,United Kingdom,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,1,NLR with ECCN
1002,United Kingdom,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,2,NLR with ECCN
1003,United Kingdom,2019,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,3,NLR with ECCN
1004,United Kingdom,2019,5A992,Equipment not controlled by 5A002,4,NLR with ECCN
1005,United Kingdom,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,5,NLR with ECCN
1006,United Kingdom,2019,4A994,Computers Not Controlled By 4A001 or 4A003,6,NLR with ECCN
1007,United Kingdom,2019,1C202,Alloys other than those controlled by 1C002.b.3 or 1C002.b.4 as follows,7,NLR with ECCN
1008,United Kingdom,2019,9A010,"""Specially Designed"" ""Parts,"" ""Components,"" Systems and Structures, fo...",8,NLR with ECCN
1009,United Kingdom,2019,9A990,"Diesel Engines, N.E.S., and Tractors and ""Specially Designed"" ""Parts"" ...",9,NLR with ECCN
1010,United Kingdom,2019,3A999,"Specific Processing Equip., N.E.S",10,NLR with ECCN
1011,Venezuela,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,License
1012,Venezuela,2019,1A004,Protective and Detection Equip.,2,License
1013,Venezuela,2019,2B350,Chemical Manufacturing Facilities and Equip,3,License
1014,Venezuela,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
1015,Venezuela,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,1,NLR with ECCN
1016,Venezuela,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,2,NLR with ECCN
1017,Venezuela,2019,5A992,Equipment not controlled by 5A002,3,NLR with ECCN
1018,Venezuela,2019,1C991,"Vaccines, Immunotoxins and Medical Products",4,NLR with ECCN
1019,Venezuela,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,5,NLR with ECCN
1020,Venezuela,2019,4A994,Computers Not Controlled By 4A001 or 4A003,6,NLR with ECCN
1021,Venezuela,2019,1C996,"Hydraulic Fluids Containing Synthetic Hydrocarbon Oils, Not Controlled...",7,NLR with ECCN
1022,Venezuela,2019,1C355,Chemical Weapons Convention (Cwc) Schedule 2 and 3 Chemicals and Famil...,8,NLR with ECCN
1023,Venezuela,2019,2B999,"Specific Processing Equip., N.E.S.",9,NLR with ECCN
1024,Venezuela,2019,3A999,"Specific Processing Equip., N.E.S",10,NLR with ECCN
1025,World,2019,9A610,Military Aircraft and Related Commodities,1,License
1026,World,2019,9A515,Spacecraft and Related Commodities,2,License
1027,World,2019,9A619,Military Gas Turbine Engines and Related Commodities,3,License
1028,World,2019,3A611,Military Electronics,4,License
1029,World,2019,0A606,Ground Vehicles and Related Commodities,5,License
1030,World,2019,7A103,"Instrumentation, Navigation Equip./Systems Not",6,License
1031,World,2019,9A001,Aero Gas Turbine Engines,7,License
1032,World,2019,6A001,"Acoustic Systems, Equipment and ""Components""",8,License
1033,World,2019,7A003,Inertial Navigation Systems (Gimballed/Strapdown),9,License
1034,World,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,10,License
1035,World,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
1036,World,2019,9A610,Military Aircraft and Related Commodities,2,Exceptions
1037,World,2019,No ECCN,No ECCN is required for License Exceptions TMP*,3,Exceptions
1038,World,2019,EAR99,Items subject to the EAR that are not elsewhere controlled,4,Exceptions
1039,World,2019,9A619,Military Gas Turbine Engines and Related Commodities,5,Exceptions
1040,World,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,6,Exceptions
1041,World,2019,3A001,Electronic Components,7,Exceptions
1042,World,2019,3A611,Military Electronics,8,Exceptions
1043,World,2019,5D002,"""Software"" as follows (see List of Items Controlled)",9,Exceptions
1044,World,2019,5B002,"""Information Security"" Test, Inspection and ""Production"" Equipment",10,Exceptions
1045,World,2019,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,1,NLR with ECCN
1046,World,2019,5A992,Equipment not controlled by 5A002,2,NLR with ECCN
1047,World,2019,5A991,Telecommunication Equip. Not Controlled by 5A001,3,NLR with ECCN
1048,World,2019,4A994,Computers Not Controlled By 4A001 or 4A003,4,NLR with ECCN
1049,World,2019,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,5,NLR with ECCN
1050,World,2019,3B991,Other Mfg/Test Equip. Not Controlled By 3B,6,NLR with ECCN
1051,World,2019,3A991,"Electronic Devices and ""Components"" not controlled by 3A001",7,NLR with ECCN
1052,World,2019,3A992,Equip. for the Inspection/Testing of Components not Controlled by 3B002,8,NLR with ECCN
1053,World,2019,2B999,"Specific Processing Equip., N.E.S.",9,NLR with ECCN
1054,World,2019,3A999,"Specific Processing Equip., N.E.S",10,NLR with ECCN
1055,Canada,2020,0A987,Optical Sighting Devices for Firearms,1,License
1056,Canada,2020,0A606,Ground Vehicles and Related Commodities,2,License
1057,Canada,2020,0A984,"Shotguns, Buckshot, Shotgun Shells",3,License
1058,Canada,2020,0A986,Shotgun Shells (Except Buckshot Shells) and Parts,4,License
1059,Canada,2020,6A001,"Acoustic Systems, Equipment and ""Components""",5,License
1060,Canada,2020,1C351,Human and Animal Pathogens and toxins,6,License
1061,Canada,2020,1C234,"Zirconium, with a Hafnium Content",7,License
1062,Canada,2020,9A610,Military Aircraft and Related Commodities,8,License
1063,Canada,2020,9A619,Military Gas Turbine Engines and Related Commodities,9,License
1064,Canada,2020,3A611,Military Electronics,10,License
1065,Canada,2020,9A001,Aero Gas Turbine Engines,1,Exceptions
1066,Canada,2020,5A002,Systems/Equip./Integrated Circuits for Info Sec,2,Exceptions
1067,Canada,2020,EAR99,Items subject to the EAR that are not elsewhere controlled,3,Exceptions
1068,Canada,2020,9A610,Military Aircraft and Related Commodities,4,Exceptions
1069,Canada,2020,Blank,No ECCN is required for License Exceptions TMP*,5,Exceptions
1070,Canada,2020,3A611,Military Electronics,6,Exceptions
1071,Canada,2020,9A619,Military Gas Turbine Engines and Related Commodities,7,Exceptions
1072,Canada,2020,0A606,Ground Vehicles and Related Commodities,8,Exceptions
1073,Canada,2020,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,9,Exceptions
1074,Canada,2020,6A003,Cameras,10,Exceptions
1075,Canada,2020,EAR99,Items subject to the EAR that are not elsewhere controlled,1,NLR with ECCN
1076,Canada,2020,9A610,Military Aircraft and Related Commodities,2,NLR with ECCN
1077,Canada,2020,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,3,NLR with ECCN
1078,Canada,2020,9A619,Military Gas Turbine Engines and Related Commodities,4,NLR with ECCN
1079,Canada,2020,3A611,Military Electronics,5,NLR with ECCN
1080,Canada,2020,0A606,Ground Vehicles and Related Commodities,6,NLR with ECCN
1081,Canada,2020,5A992,Equipment not controlled by 5A002,7,NLR with ECCN
1082,Canada,2020,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,8,NLR with ECCN
1083,Canada,2020,5A991,Telecommunication Equip. Not Controlled by 5A001,9,NLR with ECCN
1084,Canada,2020,1C608,Energetic Materials and Related Commodities Not Listed Elsewhere In Us...,10,NLR with ECCN
1085,Germany,2020,9A610,Military Aircraft and Related Commodities,1,License
1086,Germany,2020,7A103,"Instrumentation, Navigation Equip./Systems Not",2,License
1087,Germany,2020,9A515,Spacecraft and Related Commodities,3,License
1088,Germany,2020,7A003,Inertial Navigation Systems (Gimballed/Strapdown),4,License
1089,Germany,2020,9A619,Military Gas Turbine Engines and Related Commodities,5,License
1090,Germany,2020,9A604,"Commodities Related to Launch Vehicles, Missiles, Rockets, torpedoes,",6,License
1091,Germany,2020,3A611,Military Electronics,7,License
1092,Germany,2020,0A606,Ground Vehicles and Related Commodities,8,License
1093,Germany,2020,1C210,"Fibrous/Filamentary Materials Not Controlled By 1C010.a, .b or .e,",9,License
1094,Germany,2020,0A503,Discharge type arms; non-lethal or less-lethal grenades and projectile,10,License
1095,Germany,2020,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
1096,Germany,2020,9A610,Military Aircraft and Related Commodities,2,Exceptions
1097,Germany,2020,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A1,3,Exceptions
1098,Germany,2020,3A611,Military Electronics,4,Exceptions
1099,Germany,2020,9A515,Spacecraft and Related Commodities,5,Exceptions
1100,Germany,2020,5D002,Software as follows (see List of Items Controlled),6,Exceptions
1101,Germany,2020,6A003,Cameras,7,Exceptions
1102,Germany,2020,No ECCN,No ECCN is required for License Exceptions TMP,8,Exceptions
1103,Germany,2020,9A619,Military Gas Turbine Engines and Related Commodities,9,Exceptions
1104,Germany,2020,8A609,Surface Vessels of War and Related Commodities,10,Exceptions
1105,Germany,2020,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A1,1,NLR with ECCN
1106,Germany,2020,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,2,NLR with ECCN
1107,Germany,2020,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,3,NLR with ECCN
1108,Germany,2020,3B992,Equip. for the Inspection/Testing of Components not Controlled buy 3B,4,NLR with ECCN
1109,Germany,2020,5A991,Telecommunication Equip. Not Controlled by 5A001,5,NLR with ECCN
1110,Germany,2020,3A999,"Specific Processing Equip., N.E.S.",6,NLR with ECCN
1111,Germany,2020,3B991,Other Mfg/Test Equip. Not Controlled By 3B,7,NLR with ECCN
1112,Germany,2020,3A991,Electronic Devices and Components,8,NLR with ECCN
1113,Germany,2020,4A994,Computers Not Controlled By 4A001 or 4A003,9,NLR with ECCN
1114,Germany,2020,3A992,General Purpose Electronic Equip. Not Controlled by 3A002,10,NLR with ECCN
1115,Hong Kong,2020,5A991,Telecommunication Equip. Not Controlled by 5A001,1,License
1116,Hong Kong,2020,3A001,Electronic Components,2,License
1117,Hong Kong,2020,5A002,Systems/Equip./Integrated Circuits for Info Sec,3,License
1118,Hong Kong,2020,7A994,Other Navigation Direction Finding Equip. Not Controlled under 7A003,4,License
1119,Hong Kong,2020,EAR99,Items subject to the EAR that are not elsewhere controlled,5,License
1120,Hong Kong,2020,5B991,Telecommunications Test Equip.,6,License
1121,Hong Kong,2020,7A103,"Instrumentation, Navigation Equip./Systems Not",7,License
1122,Hong Kong,2020,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A1,8,License
1123,Hong Kong,2020,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,9,License
1124,Hong Kong,2020,3A233,Mass Spectrometers,10,License
1125,Hong Kong,2020,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
1126,Hong Kong,2020,3A001,Electronic Components,2,Exceptions
1127,Hong Kong,2020,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A1,3,Exceptions
1128,Hong Kong,2020,4A003,"""Digital Computers,"" ""Electronic assemblies"" and Related Equip. theref",4,Exceptions
1129,Hong Kong,2020,EAR99,Items subject to the EAR that are not elsewhere controlled,5,Exceptions
1130,Hong Kong,2020,5B002,"""Information Security” test, inspection and ""production"" equipment",6,Exceptions
1131,Hong Kong,2020,5A991,Telecommunication Equip. Not Controlled by 5A001,7,Exceptions
1132,Hong Kong,2020,No ECCN,No ECCN is required for License Exceptions TMP*,8,Exceptions
1133,Hong Kong,2020,5D002,"""Software"" as follows (see List of Items Controlled)",9,Exceptions
1134,Hong Kong,2020,7A103,"Instrumentation, Navigation Equip./Systems Not",10,Exceptions
1135,Hong Kong,2020,5A991,Telecommunication Equip. Not Controlled by 5A001,1,NLR with ECCN
1136,Hong Kong,2020,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A1,2,NLR with ECCN
1137,Hong Kong,2020,5A992,Equipment not controlled by 5A002 (see List of Items Controlled).,3,NLR with ECCN
1138,Hong Kong,2020,3A991,Electronic Devices and Components,4,NLR with ECCN
1139,Hong Kong,2020,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,5,NLR with ECCN
